rowno,Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
3002,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,26940
3003,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,1439,21600
3004,Oldsmobile,Cutlass Calais,1991,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,30,21,26,2000
3005,Chevrolet,Uplander,2008,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,23,16,1385,21540
3006,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2000
3007,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,19,14,258,69279
3008,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,27,20,2009,29510
3009,Chevrolet,Impala,2016,flex-fuel (unleaded/natural gas),300.0,6.0,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,1385,37570
3010,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,35,24,873,21340
3011,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2,,Compact,2dr Hatchback,33,25,873,24705
3012,Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202,38255
3013,Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Crew Cab Pickup,22,16,1385,44050
3014,Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Large,Sedan,22,15,155,40205
3015,Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,,Midsize,Coupe,31,21,2031,22200
3016,Ford,Fusion,2017,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,29,20,5657,32610
3017,Mazda,6,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,26,586,30695
3018,Mitsubishi,Endeavor,2011,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,21,15,436,28299
3019,Aston Martin,V12 Vanquish,2006,premium unleaded (required),520.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,16,10,259,260000
3020,Kia,Sportage,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,19,1720,26800
3021,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,21,15,5657,56235
3022,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385,44465
3023,Infiniti,Q70,2016,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,26,18,190,51350
3024,Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2,,Compact,Coupe,25,16,1385,70195
3025,Lexus,RX 300,2002,regular unleaded,220.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,454,35705
3026,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1385,21495
3027,Volkswagen,GLI,2008,premium unleaded (required),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,Sedan,29,22,873,25375
3028,Volkswagen,Cabriolet,1992,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2,,Compact,Convertible,29,22,873,2000
3029,Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,2,,Large,Regular Cab Pickup,17,13,2031,33450
3030,Pontiac,G6,2009,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28960
3031,Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,27,22,5657,17820
3032,Pontiac,Grand Am,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,27,18,210,21240
3033,Infiniti,Q70,2016,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,24,18,190,52000
3034,BMW,Z4,2015,premium unleaded (required),300.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17,3916,56950
3035,Subaru,XV Crosstrek,2015,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,31,23,640,22295
3036,Lexus,IS 250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454,43690
3037,Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,26,481,14699
3038,Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,23,19,481,24949
3039,Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2,,Compact,2dr Hatchback,39,36,2202,22790
3040,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2,,Compact,Convertible,31,23,873,29895
3041,Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4,High-Performance,Midsize,Sedan,30,21,2009,32610
3042,Nissan,Altima,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,27,2009,22560
3043,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,25,15,5657,32300
3044,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,42,32,2202,23300
3045,Nissan,Versa Note,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17980
3046,Ford,Five Hundred,2007,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4,,Large,Sedan,23,17,5657,24885
3047,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,26275
3048,Land Rover,Range Rover,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4,"Diesel,Luxury",Large,4dr SUV,29,22,258,86450
3049,Volkswagen,Touareg,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Diesel",Midsize,4dr SUV,29,21,873,63245
3050,GMC,Yukon,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,549,48315
3051,Mitsubishi,Galant,2011,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,30,21,436,21599
3052,Audi,Q3,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,36600
3053,Lexus,RX 350,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,49125
3054,GMC,Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,2,,Compact,2dr SUV,18,14,549,25170
3055,Honda,Accord,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,27,2202,23005
3056,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,25,18,190,39150
3057,Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,4dr SUV,30,22,2202,24370
3058,Lincoln,Mark VII,1990,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,22,15,61,2000
3059,Acura,CL,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,27,17,204,27980
3060,BMW,X5,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,71500
3061,Mercedes-Benz,S-Class,2017,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,617,99600
3062,Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,4,,Large,Passenger Minivan,24,18,2031,38520
3063,Dodge,Viper,2015,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,94995
3064,Aston Martin,V12 Vantage,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,11,259,195895
3065,GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,35490
3066,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,31,23,873,31450
3067,Ford,Explorer,2017,regular unleaded,280.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,25,18,5657,43675
3068,Ford,C-Max Hybrid,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,37,42,5657,24170
3069,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,30,24,586,24395
3070,Audi,allroad,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,Wagon,28,21,3105,44500
3071,Ferrari,FF,2015,premium unleaded (required),651.0,12.0,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,11,2774,295000
3072,Mazda,B-Series Pickup,1998,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,24,19,586,2432
3073,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,24,873,28115
3074,Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,35595
3075,Lexus,NX 200t,2016,premium unleaded (required),235.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,22,454,37065
3076,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
3077,Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,18,14,1851,27960
3078,Volvo,XC70,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,Wagon,24,17,870,41800
3079,Dodge,Ram Van,1999,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3,,Midsize,Cargo Van,16,14,1851,2118
3080,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,16845
3081,Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,13,10,1851,2000
3082,Dodge,Dart,2016,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,39,27,1851,19495
3083,Volkswagen,Jetta,2015,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,23,873,19420
3084,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2,,Compact,Coupe,27,19,1715,88800
3085,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,31,22,870,47900
3086,Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,23,436,23595
3087,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,46750
3088,Volvo,960,1996,regular unleaded,181.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,24,16,870,2000
3089,Aston Martin,Rapide S,2016,premium unleaded (required),552.0,12.0,AUTOMATIC,rear wheel drive,4,"Exotic,High-Performance",Large,Sedan,22,14,259,206000
3090,Chevrolet,Malibu Hybrid,2008,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,32,24,1385,23640
3091,Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,13,10,1851,2000
3092,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,42425
3093,Volvo,V60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,31,22,870,49450
3094,Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,28280
3095,Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,37505
3096,Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,16,204,2060
3097,Hyundai,Elantra,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,38,29,1439,18150
3098,Volkswagen,Golf GTI,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,31235
3099,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,19,15,61,76645
3100,Lamborghini,Aventador,2014,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2,,Midsize,Convertible,16,10,1158,441600
3101,Toyota,Matrix,2011,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,2031,19565
3102,Infiniti,G Sedan,2013,premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,32950
3103,Cadillac,SRX,2016,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,46030
3104,Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,42,34,436,12995
3105,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,204,36870
3106,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,11,549,32875
3107,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,21,15,1385,47885
3108,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4,,Compact,4dr SUV,23,20,1385,18430
3109,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,27,17,155,33130
3110,Cadillac,CTS,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4,,Large,Sedan,27,19,1624,61195
3111,Honda,Element,2010,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,25,20,2202,20525
3112,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,23,18,2031,34090
3113,BMW,X3,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,38500
3114,Land Rover,Range Rover,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4,"Luxury,High-Performance",Large,4dr SUV,19,14,258,139995
3115,GMC,Canyon,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,25,18,549,17490
3116,Rolls-Royce,Wraith,2015,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,294025
3117,Infiniti,G37,2008,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,35650
3118,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,32,25,586,27820
3119,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,22,15,1624,92275
3120,Volkswagen,Eos,2014,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2,,Compact,Convertible,30,22,873,42095
3121,Dodge,Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,25,16,1851,33595
3122,Toyota,T100,1996,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2,,Large,Extended Cab Pickup,18,15,2031,2802
3123,GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,19,15,549,25215
3124,Toyota,Prius v,2016,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,29695
3125,Oldsmobile,Intrigue,2000,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,17,26,2484
3126,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2,,Midsize,Coupe,31,22,3105,41500
3127,Mazda,Tribute Hybrid,2008,regular unleaded,133.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,30,34,586,27995
3128,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,,Compact,Sedan,33,24,3105,36900
3129,Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2,,Compact,Coupe,26,18,1013,2000
3130,Volkswagen,New Beetle,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,873,20390
3131,Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,33430
3133,Chevrolet,Camaro,2015,premium unleaded (recommended),426.0,8.0,MANUAL,rear wheel drive,2,,Midsize,Coupe,24,16,1385,37305
3134,Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,22,16,1385,46835
3135,Nissan,Cube,2014,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,30,25,2009,16900
3136,Ford,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,5657,29600
3137,Mazda,Navajo,1992,regular unleaded,155.0,6.0,MANUAL,rear wheel drive,2,,Compact,2dr SUV,20,15,586,2000
3138,Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,22,1851,2000
3139,Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,36480
3140,Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,31,25,1439,25550
3141,Aston Martin,V8 Vantage,2015,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,19,13,259,132495
3142,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,19,15,436,25087
3143,Volvo,V60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Wagon,28,19,870,45150
3144,Dodge,RAM 150,1993,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,16,12,1851,2000
3145,Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155.0,4.0,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,19030
3146,Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,24,17,5657,33000
3147,Cadillac,STS,2010,premium unleaded (recommended),320.0,8.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,24,15,1624,68785
3148,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22,3916,39500
3149,Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,,Large,Extended Cab Pickup,18,14,1385,2925
3150,Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,18,14,1851,31630
3151,Plymouth,Laser,1994,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,19,535,2000
3152,Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,14,1385,3350
3153,Ford,Probe,1997,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,24,18,5657,2000
3154,Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2,,Compact,Convertible,29,17,1385,64000
3155,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,21,258,62500
3156,Hyundai,Sonata,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,1439,23400
3157,Mercedes-Benz,CLA-Class,2015,premium unleaded (required),355.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,,Midsize,Sedan,31,23,617,48500
3158,Mercedes-Benz,C-Class,2016,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,25,18,617,73250
3159,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,14,1385,26390
3160,Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,23,16,2009,25750
3161,Suzuki,XL-7,2005,regular unleaded,185.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,21,16,481,21399
3162,BMW,X1,2017,premium unleaded (required),228.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,31,22,3916,35100
3163,Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,34,24,210,2000
3164,Chevrolet,Malibu,2015,premium unleaded (recommended),259.0,4.0,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,1385,30355
3165,FIAT,124 Spider,2017,premium unleaded (recommended),160.0,4.0,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,35,26,819,27495
3166,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,29220
3167,Volvo,V60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,29,20,870,43520
3168,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,19,14,549,30930
3169,Cadillac,XTS,2015,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,1624,62015
3170,Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4,Crossover,Compact,4dr SUV,25,19,481,22349
3171,Land Rover,Range Rover Sport,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4,"Luxury,High-Performance",Midsize,4dr SUV,19,14,258,79100
